Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr
Ryan Tannehill\TannRy00,TEN,23,32,153,8,22.2,217,6.8,72,3.1,2.3,81,3.5,3,9.4%,4,12.5%,4,10,3,3,10,27.0%,1,4.0
