Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr
Ryan Tannehill\TannRy00,TEN,19,27,143,9,30.0,109,4.0,40,2.1,1.5,103,5.4,2,7.7%,2,7.7%,3,13,0,3,6,20.0%,0,
